subject, type, classifier, precision, precision std, recall, recall std, f1, f1 std ,
011513rm,1000, SVM (rbf),0.284987975,0.008640678,0.288888889,0.004197531,0.262931736,0.004098367,0.286925174
011513rm,1000, GNB,0.224900331,0.005283515,0.247222222,0.003001543,0.223150798,0.00248719,0.235533589
011513rm,1000, NN,0.313773449,0.006333737,0.341666667,0.004791667,0.314592804,0.005061566,0.327126539
011513rm,2000, SVM (linear),0.42452381,0.009382955,0.419444444,0.007013889,0.403170394,0.006962476,0.421968842
011513rm,2000, SVM (rbf),0.260369769,0.005303101,0.269444444,0.003248457,0.236568013,0.002742066,0.264829391
011513rm,2000, GNB,0.228756105,0.010035588,0.252777778,0.001612654,0.219572762,0.001813703,0.240167772
011513rm,2000, NN,0.401646825,0.007781019,0.419444444,0.003927469,0.396415483,0.005553862,0.410352748
011513rm,3000, SVM (linear),0.442136243,0.00931975,0.436111111,0.005871914,0.422390526,0.006234288,0.43910301
011513rm,3000, SVM (rbf),0.241855922,0.007941924,0.261111111,0.004814815,0.230555772,0.004287665,0.251114941
011513rm,3000, GNB,0.25284635,0.015532728,0.266666667,0.003580247,0.233063735,0.004187881,0.259572681
011513rm,3000, NN,0.378359788,0.00252965,0.391666667,0.003464506,0.366532773,0.003016618,0.384898249
011513rm, shuffle, SVM (linear),0.343062385,0.000448002,0.341111111,0.000464198,0.337832027,0.000474618,0.342083966
011513rm, shuffle, SVM (rbf),0.281429351,0.000615892,0.278333333,0.000410185,0.269349837,0.000403426,0.27987278
011513rm, shuffle, GNB,0.272898134,0.002514182,0.267222222,0.001959568,0.258137527,0.002259489,0.270030355
011513rm, shuffle, NN,0.234321263,0.003361172,0.245555556,0.002437037,0.218495055,0.00458174,0.239806907
011513rm, evenEpoch, SVM (linear),0.32804759,0.00103339,0.336111111,0.000933642,0.328364371,0.000809156,0.332030401
011513rm, evenEpoch, SVM (rbf),0.232362839,7.39E-07,0.247222222,7.72E-06,0.228856989,1.65E-05,0.23956233
011513rm, evenEpoch, GNB,0.264989147,0.000330701,0.263888889,0.000192901,0.254951912,0.000383438,0.264437873
011513rm, evenEpoch, NN,0.14525337,3.67E-07,0.233333333,0.0025,0.14651435,0.001423355,0.179047245
011513rm, unfiltered, SVM (linear),0.320763727,0.006690734,0.305555556,0.004783951,0.298471809,0.005052664,0.312975
011513rm, unfiltered, SVM (rbf),0.215774253,0.009243225,0.219444444,0.003773148,0.187253168,0.005107297,0.217593873
011513rm, unfiltered, GNB,0.210687669,0.005238161,0.227777778,0.004444444,0.20001789,0.004138796,0.218899662
011513rm, unfiltered, NN,0.211600205,0.009576747,0.241666667,0.00371142,0.208590328,0.004596304,0.22563624
011513rm, unrolled, SVM (linear),0.394444444,0.05058642,0.516666667,0.058055556,0.433333333,0.053117284,0.447357724
011513rm, unrolled, SVM (rbf),0.227777778,0.028248457,0.316666667,0.035833333,0.252222222,0.029464198,0.264965986
011513rm, unrolled, GNB,0.231944444,0.048690201,0.333333333,0.055555556,0.259444444,0.050247222,0.273546274
011513rm, unrolled, NN,0.211666667,0.019698765,0.333333333,0.033333333,0.243888889,0.024015123,0.25891947
011513rm, untimed, SVM (linear),0.316768278,0.005586824,0.297222222,0.005717593,0.291080964,0.005600104,0.306684131
011513rm, untimed, SVM (rbf),0.182602719,0.006632866,0.191666667,0.002075617,0.16557664,0.004197193,0.187024939
011513rm, untimed, GNB,0.240180878,0.011623744,0.222222222,0.002314815,0.198721606,0.003357121,0.230852814
011513rm, untimed, NN,0.275010646,0.013348594,0.277777778,0.006018519,0.252040301,0.007006529,0.276387286
011513rm, cortex, SVM (linear),0.306254348,0.008985766,0.3,0.006296296,0.289045695,0.007165739,0.303094913
011513rm, cortex, SVM (rbf),0.181713472,0.004767033,0.202777778,0.006489198,0.180706228,0.004947913,0.191668622
011513rm, cortex, GNB,0.237295371,0.004639387,0.247222222,0.002847222,0.207703408,0.002004167,0.242157105
011513rm, cortex, NN,0.289792939,0.008727635,0.283333333,0.004598765,0.271258938,0.004934863,0.286526733
080612af,1000, SVM (linear),0.776017116,0.00815936,0.756944444,0.007217721,0.743165082,0.010092368,0.766362132
080612af,1000, SVM (rbf),0.661106872,0.01443047,0.648148148,0.009816529,0.636746169,0.010544604,0.654563379
080612af,1000, GNB,0.46130752,0.011563037,0.456018519,0.012533222,0.432137203,0.012312142,0.458647772
080612af,1000, NN,0.779488336,0.006330771,0.768518519,0.005444102,0.754183063,0.006536581,0.773964559
080612af,2000, SVM (linear),0.78918142,0.004142791,0.75,0.00630144,0.743627815,0.007146185,0.769092009
080612af,2000, SVM (rbf),0.614172848,0.010289593,0.555555556,0.012988683,0.538687549,0.014546989,0.58339549
080612af,2000, GNB,0.566297649,0.012730058,0.513888889,0.012409979,0.504964471,0.011544175,0.538821878
080612af,2000, NN,0.739120871,0.004808668,0.731481481,0.00364369,0.712620116,0.003444984,0.735281334
080612af,3000, SVM (linear),0.769857804,0.006961829,0.740740741,0.005315501,0.736389613,0.005383725,0.755018654
080612af,3000, SVM (rbf),0.492088043,0.035472786,0.469907407,0.0247503,0.444291615,0.032649918,0.480742017
080612af,3000, GNB,0.584888332,0.013586685,0.532407407,0.013481653,0.527042644,0.013802445,0.557415319
080612af,3000, NN,0.79139911,0.002823853,0.766203704,0.002759559,0.750942594,0.003490661,0.77859763
080612af, shuffle, SVM (linear),0.728929446,0.000788842,0.722685185,0.00067494,0.721355183,0.00069074,0.725793885
080612af, shuffle, SVM (rbf),0.564300957,0.000654169,0.531944444,0.000567773,0.532888464,0.000497007,0.547645187
080612af, shuffle, GNB,0.533121641,0.000521067,0.521759259,0.000630358,0.519529059,0.000514035,0.527379257
080612af, shuffle, NN,0.755595506,0.001122699,0.755555556,0.001135117,0.749250383,0.001178627,0.75557553
080612af, evenEpoch, SVM (linear),0.559761891,0.00033717,0.520833333,0.001205633,0.515923436,0.001074204,0.539596409
080612af, evenEpoch, SVM (rbf),0.383313136,0.000284047,0.37037037,0.000771605,0.362518581,0.000970004,0.376730622
080612af, evenEpoch, GNB,0.371220781,0.001911351,0.365740741,0.002143347,0.360019403,0.001936974,0.368460386
080612af, evenEpoch, NN,0.349825506,0.012275938,0.412037037,0.008573388,0.350655532,0.009310915,0.378391263
080612af, unfiltered, SVM (linear),0.663296156,0.005290948,0.641203704,0.004559971,0.629302891,0.004512457,0.652062856
080612af, unfiltered, SVM (rbf),0.231015567,0.035947694,0.238425926,0.004817172,0.161415635,0.012043565,0.234662259
080612af, unfiltered, GNB,0.486816578,0.013052328,0.456018519,0.0091896,0.44499957,0.00814941,0.470914533
080612af, unfiltered, NN,0.691005291,0.008688334,0.673611111,0.007989326,0.654839913,0.006612984,0.682197343
080612af, unrolled, SVM (linear),0.612268519,0.058978213,0.694444444,0.050154321,0.6375,0.056065458,0.650772562
080612af, unrolled, SVM (rbf),0.402777778,0.024498457,0.527777778,0.022376543,0.44212963,0.023078489,0.456882255
080612af, unrolled, GNB,0.650462963,0.014076432,0.722222222,0.015432099,0.673611111,0.014162166,0.684466929
080612af, unrolled, NN,0.587962963,0.063121571,0.680555556,0.04841821,0.618055556,0.057629244,0.630879968
080612af, untimed, SVM (linear),0.64185105,0.009014939,0.625,0.009194959,0.615598,0.009637771,0.633313453
080612af, untimed, SVM (rbf),0.215802215,0.007986297,0.277777778,0.005015432,0.229820481,0.005551713,0.242899066
080612af, untimed, GNB,0.455853676,0.017882425,0.43287037,0.008546596,0.419857748,0.00867466,0.444064837
080612af, untimed, NN,0.679472302,0.005740711,0.666666667,0.003215021,0.65332952,0.003969038,0.673008575
080612af, cortex, SVM (linear),0.438845799,0.008052627,0.423611111,0.006574717,0.413268168,0.006816428,0.4310939
080612af, cortex, SVM (rbf),0.25249149,0.017155336,0.24537037,0.012452846,0.22697853,0.012039424,0.248880002
080612af, cortex, GNB,0.44888594,0.018352635,0.402777778,0.00945216,0.390901564,0.01398171,0.424583736
080612af, cortex, NN,0.616106386,0.003371077,0.611111111,0.005915638,0.579480783,0.004053282,0.613598582
021211bn,3000, SVM (linear),0.328356424,0.013605291,0.357638889,0.010115258,0.333219868,0.011538683,0.342372679
021211bn,3000, SVM (rbf),0.289659241,0.015061813,0.260416667,0.009054302,0.231176915,0.009133121,0.274260672
021211bn,3000, GNB,0.224611143,0.014853563,0.229166667,0.005738812,0.188143796,0.008920563,0.226866038
021211bn,3000, NN,0.160343859,0.014840927,0.229166667,0.01171875,0.177576725,0.013581414,0.188675095
021211bn, cortex, SVM (linear),0.284466633,0.005861696,0.298611111,0.006510417,0.279396972,0.006301766,0.291367311
021211bn, cortex, SVM (rbf),0.115873016,0.004767928,0.204861111,0.002109857,0.121890288,0.003899079,0.148022133
021211bn, cortex, GNB,0.175292104,0.017091445,0.229166667,0.008053627,0.160723347,0.009780343,0.198641296
021211bn, cortex, NN,0.304946864,0.006877563,0.333333333,0.012924383,0.305783243,0.009600099,0.318508878
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
,,,,,,,,, 
